"SIVIMID","NMDS1","NMDS2","EUNIS","Class","Relevé.number","Temp","Precip","UTM10X10","UTM1X1","JuiceID","OriginalElevation","Locality","Country","ECOREG_WWF","DUNES_BOHN","Plant.Cover","Aspect","Slope","Area","SintaxonID","Sintaxon","Authors","Year","Title","Publication","EUNIS2020","Type","DEG_LON","DEG_LAT","Accuracy","Elevation","Twinspan1","Twinspan2"
"T-P05162",-0.000659708287321131,-0.000501891098682666,"V37",9,505162,140,14170,"30TVP60","30TVP6706",15071,10,"Laredo","","ATL_COAST","N_DUNES",NA,"",NA,10,"0749a","Fumario capreolatae-Veronicetum persicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V37   ","No forest",-3.402981194,43.41212059,"1 - UTM1x1 + Elevation",10,"Weeds (V15)","Weeds (V15)"
"T-P05163",-0.000628482821352816,-0.00111839545816094,"V15",4,505163,134,14234,"30TVP60","30TVP6603",15072,220,"Limpias","","ATL_COAST","N_DUNES",NA,"",NA,100,"0749a","Fumario capreolatae-Veronicetum persicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V15   ","No forest",-3.410221807,43.3868824,"1 - UTM1x1 + Elevation",220,"Weeds (V15)","Weeds (V15)"
"T-P05164",-0.000492448642926596,-0.0013777774796252,"V15",4,505164,139,14711,"30TVP70","30TVP7003",15073,60,"Liendo","","ATL_COAST","N_DUNES",NA,"",NA,80,"0749a","Fumario capreolatae-Veronicetum persicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V15   ","No forest",-3.363306397,43.38704106,"1 - UTM1x1 + Elevation",60,"Weeds (V15)","Weeds (V15)"
"T-P05165",0.000233927172145553,-0.0032176837384679,"V37",9,505165,135,13658,"30TVN68","30TVN6289",15074,90,"Ramales de la Victoria","","ATL_COAST","N_DUNES",NA,"",NA,8,"0749a","Fumario capreolatae-Veronicetum persicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V37   ","No forest",-3.456138786,43.25344087,"1 - UTM1x1 + Elevation",90,"Weeds (V15)","Weeds (V15)"
"T-P05166",-0.00130894270707179,-0.000335232634662419,"V37",9,505166,137,15263,"30TVN68","30TVN6089",15075,90,"Ramales de la Victoria","","ATL_COAST","N_DUNES",NA,"",NA,10,"0749a","Fumario capreolatae-Veronicetum persicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V37   ","No forest",-3.490660904,43.25689987,"1 - UTM1x1 + Elevation",90,"Weeds (V15)","Weeds (V15)"
"T-P05167",-0.00046378773446183,-0.00141284341825533,"V15",4,505167,128,14430,"30TVN68","30TVN6083",15076,280,"Soba","","ATL_COAST","N_DUNES",NA,"",NA,50,"0749a","Fumario capreolatae-Veronicetum persicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V15   ","No forest",-3.487751603,43.20108313,"1 - UTM1x1 + Elevation",280,"Weeds (V15)","Weeds (V15)"
"T-P05168",-0.00099334301708517,-0.000901626829735062,"V15",4,505168,136,15692,"30TVN59","30TVN5191",15077,250,"Arredondo","","ATL_COAST","N_DUNES",NA,"",NA,10,"0749a","Fumario capreolatae-Veronicetum persicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V15   ","No forest",-3.599284675,43.27799351,"1 - UTM1x1 + Elevation",250,"Weeds (V15)","Weeds (V15)"
"T-P05169",-0.000442792389491006,-0.00124322436769139,"V15",4,505169,141,14090,"30TVP70","30TVP7306",15078,50,"Castro Urdiales, Sonabia","","ATL_COAST","N_DUNES",NA,"",NA,6,"0749a","Fumario capreolatae-Veronicetum persicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V15   ","No forest",-3.326402973,43.4123648,"1 - UTM1x1 + Elevation",50,"Weeds (V15)","Weeds (V15)"
"T-P05170",0.000401317434969639,-0.000972053298097565,"V32",5,505170,141,NA,"30TVP70","30TVP7306",15042,60,"Castro Urdiales, Sonabia","","ATL_COAST","N_DUNES",NA,"",NA,10,"0749b","Fumario capreolatae-Veronicetum persicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V32   ","No forest",-3.323903901,43.40696924,"1 - UTM1x1 + Elevation",60,"Weeds (V15)","Weeds (V15)"
"T-P05171",2.28822875532493e-05,-0.00208458053007749,"V32",5,505171,139,13846,"30TVP70","30TVP7006",15080,40,"Liendo","","ATL_COAST","N_DUNES",NA,"",NA,6,"0749b","Fumario capreolatae-Veronicetum persicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V32   ","No forest",-3.365916494,43.41044431,"1 - UTM1x1 + Elevation",40,"Weeds (V15)","Weeds (V15)"
"T-P05172",-0.000713165056647375,-0.00135625191896416,"V15",4,505172,144,14102,"30TVP60","30TVP6407",15081,8,"Laredo","","ATL_COAST","N_DUNES",NA,"",NA,10,"0749b","Fumario capreolatae-Veronicetum persicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V15   ","No forest",-3.437616441,43.41919683,"1 - UTM1x1 + Elevation",8,"Weeds (V15)","Weeds (V15)"
"T-P05173",-0.000698107274669272,-0.00169985207132975,"V32",5,505173,139,14190,"30TVP60","",15082,10,"Laredo","","ATL_COAST","N_DUNES",NA,"",NA,8,"0749b","Fumario capreolatae-Veronicetum persicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V32   ","No forest",-3.429822882,43.36519965,"3 - UTM10x10 + Elevation",10,"Weeds (V15)","Weeds (V15)"
"T-P05174",-0.000788216173006755,-0.00132590348010688,"V15",4,505174,141,14387,"30TVP60","",15083,6,"Laredo","","ATL_COAST","N_DUNES",NA,"",NA,6,"0749b","Fumario capreolatae-Veronicetum persicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V15   ","No forest",-3.430102895,43.40481826,"3 - UTM10x10 + Elevation",6,"Weeds (V15)","Weeds (V15)"
"T-P05176",0.000662189444019698,0.00321010959583083,"V37",9,505176,141,14209,"30TVP60","30TVP6606",15085,10,"Laredo","","ATL_COAST","N_DUNES",NA,"",NA,10,"753","Sisymbrio officinalis-Hordeetum murini","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V37   ","No forest",-3.410379777,43.41029339,"1 - UTM1x1 + Elevation",10,"Trampled (V35)","Trampled (V35)"
"T-P05177",0.000890873889533721,0.00277908723580652,"V37",9,505177,126,13718,"30TVN68","30TVN6085",15086,400,"Soba","","ATL_COAST","N_DUNES",NA,"",NA,4,"753","Sisymbrio officinalis-Hordeetum murini","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V37   ","No forest",-3.482984513,43.22091377,"1 - UTM1x1 + Elevation",400,"Trampled (V35)","Mesic ruderals (V39)"
"T-P05183",0.00401917497368311,-5.72241588932805e-05,"?",11,505183,140,14247,"30TVP60","",15092,8,"Limpias","","ATL_COAST","N_DUNES",NA,"",NA,10,"856","Urtico dioicae-Sambucetum ebuli","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453.","      ?","No forest",-3.434991241,43.39759621,"3 - UTM10x10 + Elevation",8,"Mesic ruderals (V39)","Mesic ruderals (V39)"
"T-P05185",0.0028952818800972,0.000334294979965117,"V38",10,505185,139,14215,"30TVP60","",15094,8,"Limpias","","ATL_COAST","N_DUNES",NA,"",NA,25,"740","Helmintio echioidis-Melilotetum albae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V38   ","No forest",-3.43730551,43.37597667,"3 - UTM10x10 + Elevation",8,"Xeric ruderals (V38)","Mesic ruderals (V39)"
"T-P05186",0.00388907546058022,-0.00129067073504975,"V38",10,505186,139,14103,"30TVP60","30TVP6304",15095,6,"Colindres","","ATL_COAST","N_DUNES",NA,"",NA,20,"740","Helmintio echioidis-Melilotetum albae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V38   ","No forest",-3.444830308,43.3921557,"1 - UTM1x1 + Elevation",6,"Xeric ruderals (V38)","Mesic ruderals (V39)"
"T-P05187",0.00266072523685286,-0.00222559246714098,"V38",10,505187,139,14247,"30TVP60","30TVP6009",15096,8,"Santoña","","ATL_COAST","N_DUNES",NA,"",NA,50,"740","Helmintio echioidis-Melilotetum albae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V38   ","No forest",-3.492142772,43.44058572,"2 - UTM1x1 + Centroid",8,"Xeric ruderals (V38)","Mesic ruderals (V39)"
"T-P05188",0.00253576424926658,-0.00170727723806635,"V38",10,505188,139,14298,"30TVP61","30TVP6212",15097,7,"Santoña","","ATL_COAST","N_DUNES",NA,"",NA,20,"740","Helmintio echioidis-Melilotetum albae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V38   ","No forest",-3.457706304,43.4623392,"1 - UTM1x1 + Elevation",7,"Xeric ruderals (V38)","Mesic ruderals (V39)"
"T-P05189",0.00266044105202251,-0.00212513063666564,"V38",10,505189,140,15350,"30TVN69","30TVN6492",15098,40,"Ramales de la Victoria","","ATL_COAST","N_DUNES",NA,"",NA,60,"740","Helmintio echioidis-Melilotetum albae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V38   ","No forest",-3.434182013,43.28414213,"1 - UTM1x1 + Elevation",40,"Xeric ruderals (V38)","Mesic ruderals (V39)"
"T-P05190",0.00263600227517721,-0.00210762071304446,"V33",6,505190,143,14087,"30TVP60","30TVP6308",15099,10,"Laredo","","ATL_COAST","Y_DUNES",NA,"",NA,60,"740","Helmintio echioidis-Melilotetum albae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V33   ","No forest",-3.44512037,43.43177403,"1 - UTM1x1 + Elevation",10,"Xeric ruderals (V38)","Mesic ruderals (V39)"
"T-P05191",0.0021838602477623,-0.00257367927995228,"?",6,505191,140,14468,"30TVP61","30TVP6212",15100,8,"Santoña","","ATL_COAST","Y_DUNES",NA,"",NA,10,"740","Helmintio echioidis-Melilotetum albae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453.","      ?","No forest",-3.45771989,43.46414002,"1 - UTM1x1 + Elevation",8,"Xeric ruderals (V38)","Mesic ruderals (V39)"
"T-P05192",0.0024720011456488,-0.00198770718179848,"V38",10,505192,141,14181,"30TVP61","30TVP6212",15101,10,"Santoña","","ATL_COAST","N_DUNES",NA,"",NA,40,"740","Helmintio echioidis-Melilotetum albae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V38   ","No forest",-3.462678319,43.46592093,"1 - UTM1x1 + Elevation",10,"Xeric ruderals (V38)","Mesic ruderals (V39)"
"T-P05322",-0.000214594317472695,0.00286942659127759,"V35",8,505322,115,14260,"30TVN58","30TVN5383",15252,550,"Soba","","ATL_COAST","N_DUNES",NA,"",NA,2,"236","Lolio-Plantaginetum majoris","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V35   ","No forest",-3.568969875,43.19890708,"1 - UTM1x1 + Elevation",550,"Trampled (V35)","Trampled (V35)"
"T-P05326",-0.000479191369307146,0.00339023491340515,"V35",8,505326,84,14456,"30TVN57","30TVN5378",15256,1200,"Portillo de la Sía","","ATL_COAST","N_DUNES",NA,"",NA,2,"236","Lolio-Plantaginetum majoris","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V35   ","No forest",-3.568552019,43.15388525,"1 - UTM1x1 + Elevation",1200,"Trampled (V35)","Trampled (V35)"
"T-P05332",-0.00439739580083168,0.00237519627283536,"V34",7,505332,143,14080,"30TVP60","30TVP6407",15262,NA,"Laredo","","ATL_COAST","Y_DUNES",NA,"",NA,15,"2301a","Plantago coronopi-Trifolietum fragiferae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V34   ","No forest",-3.440067404,43.41829162,"2 - UTM1x1 + Centroid",81,"Trampled (V35)","Trampled (V35)"
"T-P05333",0.00019663413134067,0.00574373872771625,"V34",7,505333,143,14080,"30TVP60","30TVP6407",15263,NA,"Laredo","","ATL_COAST","N_DUNES",NA,"",NA,15,"2301a","Plantago coronopi-Trifolietum fragiferae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V34   ","No forest",-3.440067404,43.41829162,"2 - UTM1x1 + Centroid",81,"Trampled (V35)","Trampled (V35)"
"T-P05334",-0.00427908689351421,-0.00191212552621708,"V34",7,505334,134,13318,"30TVP60","30TVP6209",15227,NA,"Santoña","","ATL_COAST","N_DUNES",NA,"",NA,10,"2301a","Plantago coronopi-Trifolietum fragiferae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V34   ","No forest",-3.427677294,43.38332,"4 - UTM10x10 + Centroid",81,"Trampled (V35)","Trampled (V35)"
"T-P05335",-0.00411031793309111,0.00274528065279138,"V",7,505335,141,14349,"30TVP61","30TVP6212",15265,NA,"Santoña","","ATL_COAST","Y_DUNES",NA,"",NA,10,"2301a","Plantago coronopi-Trifolietum fragiferae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V     ","No forest",-3.461428375,43.46410504,"2 - UTM1x1 + Centroid",41,"Trampled (V35)","Trampled (V35)"
"T-P05336",-0.0040979162985398,0.002504651404424,"V",7,505336,143,14080,"30TVP60","30TVP6407",15266,NA,"Laredo","","ATL_COAST","N_DUNES",NA,"",NA,20,"2301a","Plantago coronopi-Trifolietum fragiferae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V     ","No forest",-3.440067404,43.41829162,"2 - UTM1x1 + Centroid",81,"Trampled (V35)","Trampled (V35)"
"T-P05961",0.00427438868760895,-0.00310080500213064,"V11",1,505961,126,10957,"29TPG24","",15584,500,"Verín, Castillo de Monterrei","","ATL_COAST","N_DUNES",100,"N",5,10,"2333","Chelidonio maji-Smyrnietum olusatri","Amigo Vázquez, J. & Romero Buján, M.I.","1997","'Comportamiento fitosociológico de Smyrnium olusatrum L. en el noroeste ibérico'.","Lazaroa, 18: 153-164."," V11   ","No forest",-7.486889724,41.96701878,"3 - UTM10x10 + Elevation",500,"Mesic ruderals (V39)","Mesic ruderals (V39)"
"T-P05962",0.00535485727701167,-0.00189879886302867,"V32",5,505962,126,11928,"29TPG24","",15585,500,"Verín, Castillo de Monterrei","","ATL_COAST","N_DUNES",90,"S",5,14,"2333","Chelidonio maji-Smyrnietum olusatri","Amigo Vázquez, J. & Romero Buján, M.I.","1997","'Comportamiento fitosociológico de Smyrnium olusatrum L. en el noroeste ibérico'.","Lazaroa, 18: 153-164."," V32   ","No forest",-7.513612217,41.96957064,"3 - UTM10x10 + Elevation",500,"Mesic ruderals (V39)","Mesic ruderals (V39)"
"T-P05963",0.00389027265800058,-0.00260088218393398,"V32",5,505963,126,11282,"29TPG24","",15586,500,"Verín, Castillo de Monterrei","","ATL_COAST","N_DUNES",100,"",0,15,"2333","Chelidonio maji-Smyrnietum olusatri","Amigo Vázquez, J. & Romero Buján, M.I.","1997","'Comportamiento fitosociológico de Smyrnium olusatrum L. en el noroeste ibérico'.","Lazaroa, 18: 153-164."," V32   ","No forest",-7.454478929,41.95207655,"3 - UTM10x10 + Elevation",500,"Mesic ruderals (V39)","Mesic ruderals (V39)"
"T-P05964",0.00482949882601413,-0.00168648793898258,"V39",11,505964,145,8594,"29TNG98","",15587,140,"Ourense capital","","ATL_COAST","N_DUNES",95,"",0,10,"2333","Chelidonio maji-Smyrnietum olusatri","Amigo Vázquez, J. & Romero Buján, M.I.","1997","'Comportamiento fitosociológico de Smyrnium olusatrum L. en el noroeste ibérico'.","Lazaroa, 18: 153-164."," V39   ","No forest",-7.873573094,42.35276252,"3 - UTM10x10 + Elevation",140,"Mesic ruderals (V39)","Mesic ruderals (V39)"
"T-P05965",0.00655847034259127,-0.00169622878872739,"V39",11,505965,124,10932,"29TPH11","29TPH1311",15588,500,"Saviñao, Cobreiro, de Resguendo hacia Escairón","","ATL_COAST","N_DUNES",100,"",0,18,"2333","Chelidonio maji-Smyrnietum olusatri","Amigo Vázquez, J. & Romero Buján, M.I.","1997","'Comportamiento fitosociológico de Smyrnium olusatrum L. en el noroeste ibérico'.","Lazaroa, 18: 153-164."," V39   ","No forest",-7.622975702,42.54323107,"1 - UTM1x1 + Elevation",500,"Mesic ruderals (V39)","Mesic ruderals (V39)"
"T-P05966",0.0060385053496463,-0.0014210786015618,"V39",11,505966,129,10925,"29TPH10","29TPH1307",15589,380,"Pantón, Ferreira","","ATL_COAST","N_DUNES",100,"SE",5,12,"2333","Chelidonio maji-Smyrnietum olusatri","Amigo Vázquez, J. & Romero Buján, M.I.","1997","'Comportamiento fitosociológico de Smyrnium olusatrum L. en el noroeste ibérico'.","Lazaroa, 18: 153-164."," V39   ","No forest",-7.620853386,42.5145063,"1 - UTM1x1 + Elevation",380,"Mesic ruderals (V39)","Mesic ruderals (V39)"
"T-P05967",0.00298995287278071,-0.00120991851497311,"V32",5,505967,127,10249,"29TPH11","29TPH1411",15590,440,"Pantón, Tuiríz, Santa Eulàlia","","ATL_COAST","N_DUNES",100,"",0,5,"2333","Chelidonio maji-Smyrnietum olusatri","Amigo Vázquez, J. & Romero Buján, M.I.","1997","'Comportamiento fitosociológico de Smyrnium olusatrum L. en el noroeste ibérico'.","Lazaroa, 18: 153-164."," V32   ","No forest",-7.603684858,42.54581003,"1 - UTM1x1 + Elevation",440,"Mesic ruderals (V39)","Mesic ruderals (V39)"
"T-P05968",0.00391101126345344,-0.0026516491025272,"V32",5,505968,124,10906,"29TPH11","29TPH1311",15591,410,"Pantón","","ATL_COAST","N_DUNES",100,"",0,15,"2333","Chelidonio maji-Smyrnietum olusatri","Amigo Vázquez, J. & Romero Buján, M.I.","1997","'Comportamiento fitosociológico de Smyrnium olusatrum L. en el noroeste ibérico'.","Lazaroa, 18: 153-164."," V32   ","No forest",-7.618385246,42.54701789,"2 - UTM1x1 + Centroid",410,"Mesic ruderals (V39)","Mesic ruderals (V39)"
"T-P05971",0.00301018228662255,-0.00291265733637244,"V32",5,505971,146,10268,"29TNF95","",15592,100,"entre Lamego y Regua","PT","ATL_COAST","N_DUNES",95,"E",40,15,"2333a","Chelidonio maji-Smyrnietum olusatri","Amigo Vázquez, J. & Romero Buján, M.I.","1997","'Comportamiento fitosociológico de Smyrnium olusatrum L. en el noroeste ibérico'.","Lazaroa, 18: 153-164."," V32   ","No forest",-7.911564883,41.11408263,"3 - UTM10x10 + Elevation",100,"Mesic ruderals (V39)","Mesic ruderals (V39)"
"T-P05972",0.00358412502483718,-0.00352013084094992,"V39",11,505972,146,16436,"29TNG18","",15593,100,"Bueu, entre Bueu y Aldán","","ATL_COAST","N_DUNES",100,"NW",10,15,"2333a","Chelidonio maji-Smyrnietum olusatri","Amigo Vázquez, J. & Romero Buján, M.I.","1997","'Comportamiento fitosociológico de Smyrnium olusatrum L. en el noroeste ibérico'.","Lazaroa, 18: 153-164."," V39   ","No forest",-8.803856493,42.33272783,"3 - UTM10x10 + Elevation",100,"Mesic ruderals (V39)","Mesic ruderals (V39)"
"T-P05973",0.00351146691357854,-0.00334063171406685,"V32",5,505973,144,15653,"29TNG18","",15594,60,"Bueu, Hio","","ATL_COAST","N_DUNES",100,"N",20,10,"2333a","Chelidonio maji-Smyrnietum olusatri","Amigo Vázquez, J. & Romero Buján, M.I.","1997","'Comportamiento fitosociológico de Smyrnium olusatrum L. en el noroeste ibérico'.","Lazaroa, 18: 153-164."," V32   ","No forest",-8.781682515,42.27623972,"3 - UTM10x10 + Elevation",60,"Mesic ruderals (V39)","Mesic ruderals (V39)"
"T-P05974",0.00288770679009278,-0.00223687432088717,"V39",11,505974,144,15808,"29TNG18","",15595,70,"Bueu, Donón","","ATL_COAST","N_DUNES",95,"SE",80,9,"2333a","Chelidonio maji-Smyrnietum olusatri","Amigo Vázquez, J. & Romero Buján, M.I.","1997","'Comportamiento fitosociológico de Smyrnium olusatrum L. en el noroeste ibérico'.","Lazaroa, 18: 153-164."," V39   ","No forest",-8.783931179,42.27432557,"3 - UTM10x10 + Elevation",70,"Mesic ruderals (V39)","Mesic ruderals (V39)"
