Accepted.SIVIM,Original.EuroMed,Accepted.EuroMed,Expert.Revision,Analysis.Names,Rank,Genus,Family,Order,Class,Group,Native
Helictochloa marginata,Helictochloa marginata,Helictochloa marginata,Helictochloa marginata,Helictochloa marginata,sp.,Helictochloa,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Avenula reuteri,Avenula sulcata,Helictochloa marginata,Helictochloa marginata,Helictochloa marginata,sp.,Avenula,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Avenechloa marginata subsp. sulcata,Avenula marginata subsp. sulcata,Helictochloa marginata,Helictochloa marginata,Helictochloa marginata,sp.,Avenechloa,NA,NA,NA,tracheophytes,Yes
Avenula sucata subsp. sulcata,Avenula sulcata,Helictochloa marginata,Helictochloa marginata,Helictochloa marginata,sp.,Avenula,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Helictochloa albinervis,Helictochloa albinervis,Helictochloa marginata subsp. albinervis,Helictochloa marginata subsp. albinervis,Helictochloa marginata,subsp.,Helictochloa,Poaceae,Poales,Liliopsida,tracheophytes,No
Avenula pratensis subsp. ibericavasconia,Avenula pratensis,Helictochloa pratensis,Helictochloa pratensis,Helictochloa pratensis,sp.,Avenula,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Helictochloa pratensis,Helictochloa pratensis,Helictochloa pratensis,Helictochloa pratensis,Helictochloa pratensis,sp.,Helictochloa,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Avenula,Avenula alpina,Helictochloa pratensis,Helictochloa pratensis,Helictochloa pratensis,sp.,Avenula,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Helictochloa mirandana,Avenula pratensis var. mirandana,Helictochloa pratensis subsp. iberica,Helictochloa pratensis subsp. iberica,Helictochloa pratensis,subsp.,Helictochloa,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Helictochloa pratensis subsp. iberica,Helictochloa pratensis subsp. iberica,Helictochloa pratensis subsp. iberica,Helictochloa pratensis subsp. iberica,Helictochloa pratensis,subsp.,Helictochloa,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Helictotrichon cantabricum,Helictotrichon cantabricum,Helictotrichon cantabricum,Helictotrichon cantabricum,Helictotrichon cantabricum,sp.,Helictotrichon,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Avena filifolia subsp. cantabrica,Avena cantabrica,Helictotrichon cantabricum,Helictotrichon cantabricum,Helictotrichon cantabricum,sp.,Avena,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Avenochloa filifolia subsp. cantabrica,Avena filifolia,Helictotrichon filifolium,Helictotrichon cantabricum,Helictotrichon cantabricum,sp.,Avenochloa,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Helcitotrichon sedenense,Helictotrichon sedenense,Helictotrichon sedenense,Helictotrichon sedenense,Helictotrichon sedenense,sp.,Helcitotrichon,NA,NA,NA,tracheophytes,Yes
Helictotrichon sedenense,Helictotrichon sedenense,Helictotrichon sedenense,Helictotrichon sedenense,Helictotrichon sedenense,sp.,Helictotrichon,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Helictotrichon sedenensis,Helictotrichon sedenense,Helictotrichon sedenense,Helictotrichon sedenense,Helictotrichon sedenense,sp.,Helictotrichon,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Heliotropium europaeum,Heliotropium europaeum,Heliotropium europaeum,Heliotropium europaeum,Heliotropium europaeum,sp.,Heliotropium,Boraginaceae,Boraginales,Magnoliopsida,tracheophytes,Yes
Helleborus foetidus,Helleborus foetidus,Helleborus foetidus,Helleborus foetidus,Helleborus foetidus,sp.,Helleborus,Ranunculaceae,Ranunculales,Magnoliopsida,tracheophytes,Yes
Helleborus,Helleborus orientalis,Helleborus orientalis,Helleborus orientalis,Helleborus orientalis,sp.,Helleborus,Ranunculaceae,Ranunculales,Magnoliopsida,tracheophytes,No
Helleborus viridis,Helleborus viridis,Helleborus viridis,Helleborus viridis,Helleborus viridis,sp.,Helleborus,Ranunculaceae,Ranunculales,Magnoliopsida,tracheophytes,Yes
Helleborus viridis subsp. occidentalis,Helleborus viridis subsp. occidentalis,Helleborus viridis subsp. occidentalis,Helleborus viridis subsp. occidentalis,Helleborus viridis,subsp.,Helleborus,Ranunculaceae,Ranunculales,Magnoliopsida,tracheophytes,Yes
Helleborus viridis subsp. Helleborus,Helleborus viridis subsp. viridis,Helleborus viridis subsp. viridis,Helleborus viridis subsp. viridis,Helleborus viridis,subsp.,Helleborus,Ranunculaceae,Ranunculales,Magnoliopsida,tracheophytes,No
Picris echioides,Picris echioides,Helminthotheca echioides,Helminthotheca echioides,Helminthotheca echioides,sp.,Picris,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Apium inundatum,Apium inundatum,Helosciadium inundatum,Helosciadium inundatum,Helosciadium inundatum,sp.,Apium,Apiaceae,Apiales,Magnoliopsida,tracheophytes,Yes
Apium nodiflorum,Apium nodiflorum,Helosciadium nodiflorum,Helosciadium nodiflorum,Helosciadium nodiflorum,sp.,Apium,Apiaceae,Apiales,Magnoliopsida,tracheophytes,Yes
Apium repens,Apium repens,Helosciadium repens,Helosciadium repens,Helosciadium repens,sp.,Apium,Apiaceae,Apiales,Magnoliopsida,tracheophytes,Yes
Oeosporangium acrosticum,Hemionitis acrostica,Allosorus acrosticus,Allosorus acrosticus,Allosorus acrosticus,sp.,Oeosporangium,NA,NA,NA,tracheophytes,Yes
Oeosporangium guanchicum,Hemionitis guanchica,Allosorus guanchicus,Allosorus guanchicus,Allosorus guanchicus,sp.,Oeosporangium,NA,NA,NA,tracheophytes,Yes
Oeosporangium hispanicum,Hemionitis hispanica,Allosorus hispanicus,Allosorus hispanicus,Allosorus hispanicus,sp.,Oeosporangium,NA,NA,NA,tracheophytes,Yes
Oeosporangium pteridioides,Hemionitis pteridioides,Allosorus pteridioides,Allosorus pteridioides,Allosorus pteridioides,sp.,Oeosporangium,NA,NA,NA,tracheophytes,No
Oeosporangium tinaei,Hemionitis tinaei,Allosorus tinaei,Allosorus tinaei,Allosorus tinaei,sp.,Oeosporangium,NA,NA,NA,tracheophytes,Yes
Rottboellia,Rottboellia pubescens,Henrardia pubescens,Henrardia pubescens,Henrardia pubescens,sp.,Rottboellia,Poaceae,Poales,Liliopsida,tracheophytes,No
Hepatica nobilis,Hepatica nobilis,Hepatica nobilis,Hepatica nobilis,Hepatica nobilis,sp.,Hepatica,Ranunculaceae,Ranunculales,Magnoliopsida,tracheophytes,Yes
Eracleum sphondilium,Heracleum sphondylium,Heracleum sphondylium,Heracleum sphondylium,Heracleum sphondylium,sp.,Eracleum,NA,NA,NA,tracheophytes,Yes
Heracleum sphondylium,Heracleum sphondylium,Heracleum sphondylium,Heracleum sphondylium,Heracleum sphondylium,sp.,Heracleum,Apiaceae,Apiales,Magnoliopsida,tracheophytes,Yes
Heracleum sphondyllium,Heracleum sphondylium,Heracleum sphondylium,Heracleum sphondylium,Heracleum sphondylium,sp.,Heracleum,Apiaceae,Apiales,Magnoliopsida,tracheophytes,Yes
Heracleum sphondylium subsp. granatense,Heracleum sphondylium subsp. granatense,Heracleum sphondylium subsp. elegans,Heracleum sphondylium subsp. elegans,Heracleum sphondylium,subsp.,Heracleum,Apiaceae,Apiales,Magnoliopsida,tracheophytes,Yes
Heracleum sphondylium subsp. montanum,Heracleum sphondylium subsp. montanum,Heracleum sphondylium subsp. elegans,Heracleum sphondylium subsp. elegans,Heracleum sphondylium,subsp.,Heracleum,Apiaceae,Apiales,Magnoliopsida,tracheophytes,Yes
Heracleum sphondylium subsp. pyrenaicum,Heracleum sphondylium subsp. pyrenaicum,Heracleum sphondylium subsp. pyrenaicum,Heracleum sphondylium subsp. pyrenaicum,Heracleum sphondylium,subsp.,Heracleum,Apiaceae,Apiales,Magnoliopsida,tracheophytes,Yes
Heracleum sphondylium subsp. sphondylium,Heracleum sphondylium subsp. sphondylium,Heracleum sphondylium subsp. sphondylium,Heracleum sphondylium subsp. sphondylium,Heracleum sphondylium,subsp.,Heracleum,Apiaceae,Apiales,Magnoliopsida,tracheophytes,Yes
Herniaria,Herniaria,Herniaria,Herniaria,Herniaria,gen.,Herniaria,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Herniaria maritima,Herniaria maritima,Herniaria maritima,Herniaria maritima,Herniaria maritima,sp.,Herniaria,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,No
Herniaria ciliolata,Herniaria ciliolata,Herniaria ciliolata,Herniaria ciliolata,Herniaria ciliolata,sp.,Herniaria,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Herniaria ciliolata subsp. robusta,Herniaria ciliolata subsp. robusta,Herniaria ciliolata subsp. robusta,Herniaria ciliolata subsp. robusta,Herniaria ciliolata,subsp.,Herniaria,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Herniaria fruticosa,Herniaria fruticosa subsp. fruticosa,Herniaria fruticosa subsp. fruticosa,Herniaria fruticosa subsp. fruticosa,Herniaria fruticosa,subsp.,Herniaria,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Herniaria glabra,Herniaria glabra,Herniaria glabra,Herniaria glabra,Herniaria glabra,sp.,Herniaria,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Herniaria hirsuta,Herniaria hirsuta,Herniaria hirsuta,Herniaria hirsuta,Herniaria hirsuta,sp.,Herniaria,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Herniaria cinerea,Herniaria cinerea,Herniaria hirsuta subsp. cinerea,Herniaria hirsuta,Herniaria hirsuta,sp.,Herniaria,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Herniaria hirsuta subsp. gracilis,Herniaria hirsuta subsp. hirsuta,Herniaria hirsuta subsp. hirsuta,Herniaria hirsuta subsp. hirsuta,Herniaria hirsuta,subsp.,Herniaria,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Herniaria latifolia,Herniaria latifolia,Herniaria latifolia,Herniaria latifolia,Herniaria latifolia,sp.,Herniaria,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Herniaria lusitanica subsp. lusitanica,Herniaria lusitanica subsp. lusitanica,Herniaria lusitanica subsp. lusitanica,Herniaria lusitanica subsp. lusitanica,Herniaria lusitanica,subsp.,Herniaria,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Herniaria scabrida,Herniaria scabrida,Herniaria scabrida,Herniaria scabrida,Herniaria scabrida,sp.,Herniaria,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Herniaria scabrida var. unamunoana,Herniaria scabrida var. scabrida,Herniaria scabrida,Herniaria scabrida,Herniaria scabrida,sp.,Herniaria,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Herniaria glabrescens,Herniaria scabrida var. glabrescens,Herniaria scabrida,Herniaria scabrida,Herniaria scabrida,sp.,Herniaria,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Hesperis,Hesperis,Hesperis,Hesperis,Hesperis,gen.,Hesperis,Brassicaceae,Brassicales,Magnoliopsida,tracheophytes,Yes
Hesperis matronalis subsp. candida,Hesperis matronalis subsp. candida,Hesperis matronalis subsp. candida,Hesperis matronalis subsp. candida,Hesperis matronalis,subsp.,Hesperis,Brassicaceae,Brassicales,Magnoliopsida,tracheophytes,Yes
Hieracium,Hieracium,Hieracium,Hieracium,Hieracium,gen.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium murlainzii=legionense,Hieracium,Hieracium,Hieracium,Hieracium,gen.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium uconicum,Hieracium,Hieracium,Hieracium,Hieracium,gen.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium amplexicaule subsp. amplexicaule,Hieracium amplexicaule subsp. amplexicaule,Hieracium amplexicaule subsp. amplexicaule,Hieracium amplexicaule subsp. amplexicaule,Hieracium amplexicaule,subsp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium amplexicaule,Hieracium amplexicaule,Hieracium amplexicaule,Hieracium amplexicaule,Hieracium amplexicaule,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium pulmonarioides,Hieracium pulmonarioides,Hieracium,Hieracium,Hieracium,gen.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium arevacorum,Hieracium arevacorum,Hieracium arevacorum,Hieracium arevacorum,Hieracium arevacorum,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,No
Hieracium axaticum,Hieracium axaticum,Hieracium axaticum,Hieracium axaticum,Hieracium axaticum,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium bombycinum,Hieracium bombycinum,Hieracium bombycinum,Hieracium bombycinum,Hieracium bombycinum,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium bourgaei,Hieracium bourgaei,Hieracium bourgaei,Hieracium bourgaei,Hieracium bourgaei,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium latifolium subsp. halimifolium,Hieracium latifolium subsp. halimifolium,Hieracium brevifolium subsp. halimifolium,Hieracium brevifolium subsp. halimifolium,Hieracium brevifolium,subsp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium cavanillesianum,Hieracium cavanillesianum,Hieracium cavanillesianum,Hieracium cavanillesianum,Hieracium cavanillesianum,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,No
Hieracium cerinthoides,Hieracium cerinthoides,Hieracium cerinthoides,Hieracium cerinthoides,Hieracium cerinthoides,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium compositum,Hieracium compositum,Hieracium compositum,Hieracium,Hieracium,gen.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium cordatum,Hieracium cordatum,Hieracium cordatum,Hieracium,Hieracium,gen.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium diaphanoides,Hieracium diaphanoides,Hieracium diaphanoides,Hieracium diaphanoides,Hieracium diaphanoides,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium glaucinum,Hieracium glaucinum,Hieracium glaucinum,Hieracium glaucinum,Hieracium glaucinum,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium praecox subsp. bounophyllum,Hieracium praecox,Hieracium glaucinum subsp. praecox,Hieracium glaucinum subsp. praecox,Hieracium glaucinum,subsp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium humile,Hieracium humile,Hieracium humile,Hieracium humile,Hieracium humile,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,No
Hieracium inuloides,Hieracium inuloides,Hieracium inuloides,Hieracium inuloides,Hieracium inuloides,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium juranum,Hieracium juranum subsp. juranum,Hieracium juranum subsp. juranum,Hieracium,Hieracium,gen.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium olivaceum,Hieracium olivaceum,Hieracium juranum subsp. olivaceum,Hieracium,Hieracium,gen.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium lachenalii,Hieracium lachenalii,Hieracium lachenalii,Hieracium lachenalii,Hieracium lachenalii,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium acuminatum,Hieracium acuminatum,Hieracium lachenalii subsp. acuminatum,Hieracium lachenalii subsp. acuminatum,Hieracium lachenalii,subsp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium argillaceum,Hieracium argillaceum,Hieracium lachenalii subsp. argillaceum,Hieracium lachenalii subsp. argillaceum,Hieracium lachenalii,subsp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium laevigatum,Hieracium laevigatum,Hieracium laevigatum,Hieracium laevigatum,Hieracium laevigatum,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium lainzii,Hieracium lainzii,Hieracium lainzii,Hieracium lainzii,Hieracium lainzii,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium lamprophyllum,Hieracium lamprophyllum,Hieracium lamprophyllum,Hieracium lamprophyllum,Hieracium lamprophyllum,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium gastonianum,Hieracium gastonianum,Hieracium lamprophyllum subsp. gastonianum,Hieracium lamprophyllum subsp. gastonianum,Hieracium lamprophyllum,subsp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium souliei,Hieracium souliei,Hieracium lamprophyllum subsp. souliei,Hieracium lamprophyllum subsp. souliei,Hieracium lamprophyllum,subsp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium lawsonii,Hieracium lawsonii,Hieracium lawsonii,Hieracium lawsonii,Hieracium lawsonii,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium vulgatum,Hieracium vulgatum aggr.,Hieracium levicaule,Hieracium levicaule,Hieracium levicaule,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium loscosianum,Hieracium loscosianum,Hieracium loscosianum,Hieracium,Hieracium,gen.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium maculatum,Hieracium maculatum,Hieracium maculatum,Hieracium maculatum,Hieracium maculatum,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Taraxacum marginellum,Taraxacum marginellum,Taraxacum marginellum,Taraxacum marginellum,Taraxacum marginellum,sp.,Taraxacum,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium merxmuelleri,Hieracium merxmuelleri,Hieracium merxmuelleri,Hieracium merxmuelleri,Hieracium merxmuelleri,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium mixtiforme,Hieracium mixtiforme,Hieracium mixtiforme,Hieracium mixtiforme,Hieracium mixtiforme,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium mixtum,Hieracium mixtum,Hieracium mixtum,Hieracium mixtum,Hieracium mixtum,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium murlainzii,Hieracium murlainzii,Hieracium murlainzii,Hieracium murlainzii,Hieracium murlainzii,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium aurorum,Hieracium murorum,Hieracium murorum,Hieracium murorum,Hieracium murorum,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium murorum,Hieracium murorum,Hieracium murorum,Hieracium murorum,Hieracium murorum,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium nobile,Hieracium nobile,Hieracium nobile,Hieracium nobile,Hieracium nobile,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium onosmoides,Hieracium onosmoides,Hieracium onosmoides,Hieracium,Hieracium,gen.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium pallidum,Hieracium pallidum subsp. pallidum,Hieracium pallidum subsp. pallidum,Hieracium,Hieracium,gen.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium pseudocerinthe,Hieracium pseudocerinthe,Hieracium pseudocerinthe,Hieracium pseudocerinthe,Hieracium pseudocerinthe,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium ucenicum,Hieracium ucenicum,Hieracium pseudocerinthe subsp. ucenicum,Hieracium pseudocerinthe subsp. ucenicum,Hieracium pseudocerinthe,subsp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,No
Hieracium pseudolainzii,Hieracium pseudolainzii,Hieracium pseudolainzii,Hieracium pseudolainzii,Hieracium pseudolainzii,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Festuca hervieri,Festuca hervieri,Festuca marginata,Festuca marginata,Festuca marginata,sp.,Festuca,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Hieracium ramondii,Hieracium ramondii,Hieracium ramondii,Hieracium ramondii,Hieracium ramondii,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium recensitum,Hieracium recensitum,Hieracium recensitum,Hieracium recensitum,Hieracium recensitum,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,No
Hieracium dumosum,Hieracium dumosum,Hieracium sabaudum subsp. dumosum,Hieracium sabaudum subsp. dumosum,Hieracium sabaudum,subsp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium sabaudum,Hieracium sabaudum subsp. sabaudum,Hieracium sabaudum subsp. sabaudum,Hieracium sabaudum subsp. sabaudum,Hieracium sabaudum,subsp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Leontodon saxatile subsp. saxatile,Leontodon saxatilis,Leontodon saxatilis,Leontodon saxatilis,Leontodon saxatilis,sp.,Leontodon,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium saxatile,Leontodon saxatilis,Leontodon saxatilis,Leontodon saxatilis,Leontodon saxatilis,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium schmitzi,Hieracium schmidtii,Hieracium schmidtii,Hieracium schmidtii,Hieracium schmidtii,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
