"SIVIMID","CANTEUNIS","Original","Alliance","Order","Class","Area","Year","Longitude","Latitude","Accuracy","Elevation"
"T-P33534","V10Y","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",NA,1959,-8.621864253,42.89995603,"3 - UTM10x10 + Elevation",300
"T-P33531","V10Y","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",NA,1959,-8.563187251,42.90103111,"3 - UTM10x10 + Elevation",400
"R-P21300","V10Y","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",30,1995,-7.526242786,42.55250296,"1 - UTM1x1 + Elevation",360
"U-P10346","V10Y","Linaria delphinioides-Arnoseretum","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",NA,1968,-8.761838482,42.00538366,"3 - UTM10x10 + Elevation",162
"R-P21304","V10Y","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",40,1995,-7.500562743,42.56792197,"1 - UTM1x1 + Elevation",410
"R-P22270","V10Y","Chrysantemo segeti-Raphanetum raphanistri","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",40,1999,-8.010201192,41.90211028,"1 - UTM1x1 + Elevation",850
"Q-P10049","V10Y",NA,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",25,NA,-7.0318689,41.86867586,"3 - UTM10x10 + Elevation",760
"S-P12058","V10Y","Chrysanthemum-Oxalidetum","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",10,1975,-6.233777994,43.59232175,"4 - UTM10x10 + Centroid",90
"T-P15406","V10Y","Miboro minimae-Arabidopsietum thalianae","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",60,1986,-6.493229166,42.59051279,"3 - UTM10x10 + Elevation",600
"T-P33538","V10Y","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",NA,1959,-8.616988304,42.90019614,"3 - UTM10x10 + Elevation",300
"S-P20406","R55Z","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1972,-8.756626836,42.39993072,"3 - UTM10x10 + Elevation",15
"S-P20410","R55Z","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1972,-8.790511787,42.26679086,"3 - UTM10x10 + Elevation",100
"S-P20407","R55Z","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",10,1972,-8.717336264,42.28847845,"3 - UTM10x10 + Elevation",20
"S-P20409","R55Z","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1972,-8.796984906,42.28446649,"3 - UTM10x10 + Elevation",100
"T-P17224","R55Z","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1975,-8.805710967,42.30022692,"3 - UTM10x10 + Elevation",80
"T-P17225","R55Z","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1975,-8.822537538,42.27236536,"3 - UTM10x10 + Elevation",20
"S-P20408","R55Z","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",10,1972,-8.745193175,42.40770778,"3 - UTM10x10 + Elevation",50
"T-P17223","R55Z","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1975,-8.808852256,42.33427436,"3 - UTM10x10 + Elevation",70
"T-P17228","R55Z","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1975,-8.716223267,42.3029373,"3 - UTM10x10 + Elevation",180
"T-P17229","R55Z","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1975,-8.80319532,42.32555992,"3 - UTM10x10 + Elevation",100
"T-P17226","R55Z","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1975,-8.769944917,42.28043363,"3 - UTM10x10 + Elevation",100
"T-P17227","R55Z","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1975,-8.678874459,42.29219622,"3 - UTM10x10 + Elevation",70
"T-P17232","R55Z","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1975,-8.665360817,42.33067547,"3 - UTM10x10 + Elevation",80
"S-P20411","R55Z","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1972,-8.806473068,42.28218448,"3 - UTM10x10 + Elevation",70
"S-P20412","R55Z","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1972,-8.83651627,42.26625127,"3 - UTM10x10 + Elevation",80
"S-P20413","R55Z","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1972,-8.846578977,42.29634309,"3 - UTM10x10 + Elevation",20
"S-P20414","R55Z","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1972,-8.813351438,42.33044482,"3 - UTM10x10 + Elevation",100
"S-P20415","R55Z","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1972,-8.661816316,42.31824822,"3 - UTM10x10 + Elevation",70
"S-P20416","R55Z","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1972,-8.672930964,42.3339008,"3 - UTM10x10 + Elevation",180
"S-P20417","R55Z","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1972,-8.850740406,42.28892867,"3 - UTM10x10 + Elevation",100
"S-P20418","R55Z","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1972,-8.761107417,42.1836586,"3 - UTM10x10 + Elevation",150
"S-P20419","R55Z","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",15,1972,-8.790022314,42.18219795,"3 - UTM10x10 + Elevation",50
"S-P20420","R55Z","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1972,-8.672424391,42.22050003,"3 - UTM10x10 + Elevation",80
"T-P17230","R55Z","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1975,-8.797375012,42.31505309,"3 - UTM10x10 + Elevation",150
"T-P17231","R55Z","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",15,1975,-8.730457271,42.21940638,"3 - UTM10x10 + Elevation",50
"T-P17218","R55Z","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1975,-8.654418308,42.42483896,"3 - UTM10x10 + Elevation",15
"T-P17219","R55Z","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",10,1975,-8.813848245,42.33582066,"3 - UTM10x10 + Elevation",20
"T-P17220","R55Z","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",10,1975,-8.677652213,42.43989049,"3 - UTM10x10 + Elevation",50
"T-P17221","R55Z","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1975,-8.772686505,42.28389596,"3 - UTM10x10 + Elevation",100
"T-P17222","R55Z","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1975,-8.807070288,42.26235004,"3 - UTM10x10 + Elevation",100
"Q-P09513","V38X","Echio rosulati-Picridetum echioisia","Silybo mariani-Urticion piluliferae","Carthametalia lanati","Artemisietea vulgaris",NA,2002,-8.631537195,42.06048304,"2 - UTM1x1 + Centroid",70
"T-P11947","V38X","Helmintio echioidis-Melilotetum albae","Silybo mariani-Urticion piluliferae","Carthametalia lanati","Artemisietea vulgaris",50,1988,-2.41354407,43.03493007,"3 - UTM10x10 + Elevation",250
"Q-P09510","V38X","Echio rosulati-Picridetum echioisia","Silybo mariani-Urticion piluliferae","Carthametalia lanati","Artemisietea vulgaris",NA,2002,-8.559760071,41.14936218,"3 - UTM10x10 + Elevation",70
"Q-P09509","V38X","Echio rosulati-Picridetum echioisia","Silybo mariani-Urticion piluliferae","Carthametalia lanati","Artemisietea vulgaris",NA,2002,-8.86443276,41.78232801,"3 - UTM10x10 + Elevation",10
"Q-P09507","V38X","Echio rosulati-Picridetum echioisia","Silybo mariani-Urticion piluliferae","Carthametalia lanati","Artemisietea vulgaris",NA,2002,-8.19947904,41.65059694,"3 - UTM10x10 + Elevation",170
"T-P11952","V38X","Helmintio echioidis-Melilotetum albae","Silybo mariani-Urticion piluliferae","Carthametalia lanati","Artemisietea vulgaris",15,1988,-2.344492805,43.29389342,"3 - UTM10x10 + Elevation",130
"Xixon21","V38X","N4C","Silybo mariani-Urticion piluliferae","Carthametalia lanati","Artemisietea vulgaris",16,2023,-5.7154383,43.5361933,"1",NA
"Q-P09505","V38X","Echio rosulati-Picridetum echioisia","Silybo mariani-Urticion piluliferae","Carthametalia lanati","Artemisietea vulgaris",NA,2002,-8.843430513,41.81580832,"3 - UTM10x10 + Elevation",30
"Q-P09508","V38X","Echio rosulati-Picridetum echioisia","Silybo mariani-Urticion piluliferae","Carthametalia lanati","Artemisietea vulgaris",NA,2002,-8.642217634,41.77188901,"3 - UTM10x10 + Elevation",10
"Q-P09512","V38X","Echio rosulati-Picridetum echioisia","Silybo mariani-Urticion piluliferae","Carthametalia lanati","Artemisietea vulgaris",NA,2002,-8.637550131,41.22298792,"3 - UTM10x10 + Elevation",70
"T-P06649","V38X","Carduo bourgeani-Silybetum mariani","Silybo mariani-Urticion piluliferae","Carthametalia lanati","Artemisietea vulgaris",25,1995,NA,NA,"5 - UTMs missing from DEM",370
"Xixon09","V38X","N4A","Silybo mariani-Urticion piluliferae","Carthametalia lanati","Artemisietea vulgaris",16,2023,-5.6665433,43.5116366,"1",NA
"Q-P09506","V38X","Echio rosulati-Picridetum echioisia","Silybo mariani-Urticion piluliferae","Carthametalia lanati","Artemisietea vulgaris",NA,2002,-8.290880571,41.59419853,"3 - UTM10x10 + Elevation",190
"R-P24022","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",2,1986,-6.826874911,42.38715228,"3 - UTM10x10 + Elevation",680
"R-P23932","V37W","Galio aparines-Conietum maculati","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",10,1986,-6.811675658,42.3768543,"3 - UTM10x10 + Elevation",1200
"R-P24023","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",2,1986,-7.048826985,42.36330962,"3 - UTM10x10 + Elevation",960
"T-P11685","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",12,1988,-5.662288369,42.93702408,"3 - UTM10x10 + Elevation",1130
"T-P11859","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",10,1988,-5.664736949,42.93696707,"3 - UTM10x10 + Elevation",1140
"S-P17961","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",30,1982,-2.684642517,43.31154527,"2 - UTM1x1 + Centroid",137
"T-P36745","V37W","Galio aparines-Conietum maculati","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",40,1993,-7.529886802,42.50193964,"1 - UTM1x1 + Elevation",290
"R-P24654","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",6,2012,-6.801401816,42.40781028,"1 - UTM1x1 + Elevation",574
"S-P17955","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",20,1982,-2.611516269,43.17624989,"2 - UTM1x1 + Centroid",356
"S-P12076","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",20,1975,-6.949739134,43.54130303,"4 - UTM10x10 + Centroid",47
"R-P24653","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",4,2012,-6.700382632,42.42552714,"1 - UTM1x1 + Elevation",501
"S-P12073","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",15,1975,-6.591547598,43.53512218,"4 - UTM10x10 + Centroid",96
"T-P05177","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",4,1995,-3.482984513,43.22091377,"1 - UTM1x1 + Elevation",400
"R-P23931","V37W","Galio aparines-Conietum maculati","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",30,1986,-6.792262196,42.29646044,"3 - UTM10x10 + Elevation",1000
"R-P15140","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",4,1983,-2.508787101,43.09841323,"1 - UTM1x1 + Elevation",400
"S-P12078","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",15,1975,-7.085709279,43.55406381,"3 - UTM10x10 + Elevation",20
"S-P17960","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",30,1982,-2.684642517,43.31154527,"2 - UTM1x1 + Centroid",137
"R-P24021","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",2,1986,-6.797279383,42.33951481,"3 - UTM10x10 + Elevation",1000
"S-P17956","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",20,1982,-2.611516269,43.17624989,"2 - UTM1x1 + Centroid",356
"Q-P07041","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",10,1985,-4.419290768,43.36986165,"4 - UTM10x10 + Centroid",59
"S-P20456","V37W","Lolio-Plantaginetum majoris","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",5,1972,-8.656020256,42.33473892,"3 - UTM10x10 + Elevation",80
"T-P02593","V37W","Bromo-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",6,1984,-6.168679445,42.49469735,"4 - UTM10x10 + Centroid",900
"T-P13245","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",20,1997,-2.608260023,42.91509368,"1 - UTM1x1 + Elevation",530
"S-P12074","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",20,1975,-6.555973863,43.55558765,"3 - UTM10x10 + Elevation",15
"R-P24652","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",15,2012,-6.807093734,42.46164624,"1 - UTM1x1 + Elevation",381
"S-P15118","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",10,1967,-2.212078809,43.04632731,"1 - UTM1x1 + Elevation",160
"NEW-OMAR-LF10","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",9,1981,-5.682204615,43.31689226,"500",210
"T-P05176","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",10,1995,-3.410379777,43.41029339,"1 - UTM1x1 + Elevation",10
"R-P15133","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",4,1983,-2.415177533,43.12138581,"1 - UTM1x1 + Elevation",150
"S-P12077","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",30,1975,-6.943029184,43.56808488,"3 - UTM10x10 + Elevation",10
"R-P15139","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",4,1983,-2.508787101,43.09841323,"1 - UTM1x1 + Elevation",420
"S-P17958","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",20,1982,-2.611687398,43.14923601,"2 - UTM1x1 + Centroid",304
"T-P02592","V37W","Bromo-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",3,1984,-6.168679445,42.49469735,"4 - UTM10x10 + Centroid",900
"R-P22297","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",3,1999,-8.11125611,41.93005582,"1 - UTM1x1 + Elevation",500
"T-P11684","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",10,1988,-5.664736949,42.93696707,"3 - UTM10x10 + Elevation",1140
"S-P18290","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",15,1974,-5.969432129,43.15636831,"2 - UTM1x1 + Centroid",420
"S-P15125","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",20,1967,-1.772084529,43.31439308,"2 - UTM1x1 + Centroid",25
"U-P06055","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",12,1988,-5.39284309,42.87814377,"3 - UTM10x10 + Elevation",1050
"S-P17962","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",20,1982,-2.722045556,43.22159565,"2 - UTM1x1 + Centroid",208
"S-P12069","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",40,1975,-7.128062641,43.55794164,"3 - UTM10x10 + Elevation",5
"T-P11690","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",10,1988,-5.685265197,42.7888123,"3 - UTM10x10 + Elevation",1100
"S-P15126","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",50,1967,-2.420162466,43.11420728,"1 - UTM1x1 + Elevation",300
"T-P11681","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",25,1988,-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1020
"R-P22293","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",2,1999,-8.094693036,41.90378497,"1 - UTM1x1 + Elevation",390
"R-P27091","V37W","Coleostepho myconis-Galactitetum tomentosae","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",10,1985,-7.868039742,42.34399505,"3 - UTM10x10 + Elevation",110
"R-P24649","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",5,2012,-6.733813531,42.41543733,"1 - UTM1x1 + Elevation",693
"T-P13241","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",10,1997,-2.440817207,42.73429156,"1 - UTM1x1 + Elevation",640
"S-P20428","V37W","Galactito tomentosae-Digitaletum purpureae","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",10,1972,-8.656824797,42.31669495,"3 - UTM10x10 + Elevation",15
"S-P17959","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",30,1982,-2.611687398,43.14923601,"2 - UTM1x1 + Centroid",304
"T-P13244","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",10,1997,-2.624613223,43.04662303,"1 - UTM1x1 + Elevation",590
"S-P15116","V37W","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",100,1967,-2.254396908,43.20149416,"2 - UTM1x1 + Centroid",70
"S-P25125","V37W","Lolietum perennis","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",4,2010,-1.376829654,42.60572333,"4 - UTM10x10 + Centroid",400
