"SIVIMID","CANTEUNIS","ESEUNIS","Sintaxon","Twinspan","Semisupervised","Order","Class","Area","Year","Longitude","Latitude","Accuracy","Elevation","Aspect","Slope"
"T-P06583","V39Z","V39","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii",25,1995,-2.890037871,42.92291529,"1 - UTM1x1 + Elevation",600,"",NA
"T-P06584","V39Z","V39","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii",30,1995,-2.895027842,42.87068951,"1 - UTM1x1 + Elevation",570,"",NA
"T-P06563","V39Z","V","Galio aparines-Anthriscetum sylvestris","Balloto-Conion maculati","Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii",30,1995,-2.381017305,42.85105387,"2 - UTM1x1 + Centroid",570,"",NA
"T-P07928","V39Z","R55","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii",40,1999,-1.808144245,42.85552861,"1 - UTM1x1 + Elevation",400,"",NA
"R-P29002","V39Z","V39","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii",60,2014,-3.570626544,43.11245261,"2 - UTM1x1 + Centroid",760,"",NA
"T-P06567","V39Z","V39","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii",20,1995,-2.623016772,42.90613801,"1 - UTM1x1 + Elevation",520,"",NA
"T-P07927","V39Z","R55","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii",5,1999,-1.552657428,42.89400694,"1 - UTM1x1 + Elevation",500,"",NA
"R-P24668","V39Z","V39","Geranio robertiani-Caryolophetum sempervirentis","Aegopodion podagrariae","Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii",5,2012,-6.516097979,42.34669323,"1 - UTM1x1 + Elevation",1200,"",NA
"T-P07929","V39Z","R55","Galio aparines-Anthriscetum sylvestris","Balloto-Conion maculati","Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii",25,1999,-1.396851398,42.76225745,"1 - UTM1x1 + Elevation",460,"",NA
"T-P13200","V39Z","R55","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii",150,1997,-2.892541738,42.89229986,"1 - UTM1x1 + Elevation",580,"",NA
"T-P06564","V39Z","V39","Galio aparines-Anthriscetum sylvestris","Balloto-Conion maculati","Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii",20,1995,-2.494214752,42.77776596,"1 - UTM1x1 + Elevation",810,"",NA
"T-P06580","V39Z","V","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii",8,1995,-2.828591366,42.98767691,"1 - UTM1x1 + Elevation",640,"",NA
"T-P06586","V39Z","R55","Galio aparines-Anthriscetum sylvestris","Balloto-Conion maculati","Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii",20,1995,-2.492973137,42.63006979,"1 - UTM1x1 + Elevation",710,"",NA
"T-P06561","V39Z","V39","Galio aparines-Anthriscetum sylvestris","Balloto-Conion maculati","Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii",40,1995,-1.872172932,42.83456481,"1 - UTM1x1 + Elevation",800,"",NA
"T-P06579","V39Z","V39","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii",30,1995,-1.710895694,42.94092363,"1 - UTM1x1 + Elevation",550,"",NA
"T-P06562","V39Z","V39","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii",30,1995,-2.254605553,42.77825809,"1 - UTM1x1 + Elevation",750,"",NA
"T-P06581","V39Z","R55","Galio aparines-Anthriscetum sylvestris","Balloto-Conion maculati","Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii",15,1995,-2.384180215,42.77902819,"1 - UTM1x1 + Elevation",960,"",NA
"T-P06568","V39Z","V39","Galio aparines-Anthriscetum sylvestris","Balloto-Conion maculati","Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii",40,1995,-2.887655897,42.88509096,"1 - UTM1x1 + Elevation",600,"",NA
"T-P09651","V39Z","V39","Geranio robertiani-Caryolophetum sempervirentis","Aegopodion podagrariae","Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii",20,1987,-7.064900794,42.64906338,"3 - UTM10x10 + Elevation",880,"",NA
"R-P23949","V39Z","V39","Geranio robertiani-Caryolophetum sempervirentis","Aegopodion podagrariae","Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii",25,1986,-6.860262829,42.37702709,"1 - UTM1x1 + Elevation",660,"",NA
"T-P06572","V39Z","V39","Galio aparines-Anthriscetum sylvestris","Balloto-Conion maculati","Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii",50,1995,-2.042837645,42.87574176,"1 - UTM1x1 + Elevation",590,"",NA
"R-P24670","V39Z","V39","Chelidonio maji-Smyrnietum olusatri","Geo urbani-Alliarion officinalis","Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii",10,2012,-6.658718358,42.41966287,"1 - UTM1x1 + Elevation",610,"",NA
"T-P06560","V39Z","V39","Galio aparines-Anthriscetum sylvestris","Balloto-Conion maculati","Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii",50,1995,-1.864766898,42.8380937,"1 - UTM1x1 + Elevation",790,"",NA
"T-P09648","V39Z","V39","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii",40,1987,-7.656255378,42.59770078,"3 - UTM10x10 + Elevation",650,"",NA
"T-P09649","V39Z","V39","Geranio robertiani-Caryolophetum sempervirentis","Aegopodion podagrariae","Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii",12,1987,-6.836681633,42.38862487,"3 - UTM10x10 + Elevation",700,"",NA
"Q-P09989","V34Y","V34","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,2000,-6.766626048,41.8650886,"3 - UTM10x10 + Elevation",640,"",NA
"Q-P09990","V34Y","C35b","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",NA,2000,-6.637126403,41.83324893,"3 - UTM10x10 + Elevation",850,"",NA
"T-P15264","V34Y","V35","Poo annuae-Spergularietum salinae","Polygono-Coronopodion","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1988,-6.708298223,43.53800992,"4 - UTM10x10 + Centroid",71,"",NA
"R-P24613","V34Y","V35","Crassulo tillaeae-Saginetum apetalae","Saginion procumbentis","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,2012,-6.78970925,42.41540135,"1 - UTM1x1 + Elevation",395,"",NA
"R-P24609","V34Y","C35b","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",NA,2012,-6.76577691,42.4215937,"1 - UTM1x1 + Elevation",407,"",NA
"T-P15262","V34Y","V35","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1988,-6.090129678,43.53291119,"4 - UTM10x10 + Centroid",122,"",NA
"R-P24612","V34Y","C35b","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,2012,-6.763566405,42.4252681,"1 - UTM1x1 + Elevation",463,"S",3
"T-P15265","V34Y","V35","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1988,-6.949739134,43.54130303,"4 - UTM10x10 + Centroid",47,"",NA
"T-P15258","V34Y","R","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1988,-5.046636726,43.44615064,"4 - UTM10x10 + Centroid",57,"",NA
"T-P15263","V34Y","V35","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1988,-6.591547598,43.53512218,"4 - UTM10x10 + Centroid",96,"",NA
"R-P24611","V34Y","C35b","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",2,2012,-6.763566405,42.4252681,"1 - UTM1x1 + Elevation",430,"S",3
"R-P24610","V34Y","C35b","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",5,2012,-6.773378052,42.42674593,"1 - UTM1x1 + Elevation",439,"S",3
"T-P05141","V34Y","?","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1995,-3.489120472,43.37216502,"1 - UTM1x1 + Elevation",2,"",NA
"Q-P09986","V34Y","V35","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,2000,-6.827197264,41.74962379,"3 - UTM10x10 + Elevation",840,"",NA
"T-P15267","V34Y","V34","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1988,-6.090129678,43.53291119,"4 - UTM10x10 + Centroid",122,"",NA
"Q-P09988","V34Y","C35b","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,2000,-6.929258382,41.88484435,"3 - UTM10x10 + Elevation",700,"",NA
"U-P16371","V34Y","V34","Polycarpo tetraphylli-Cotuletum australis","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1993,-4.778709145,43.02349469,"4 - UTM10x10 + Centroid",1741,"",NA
"Q-P09992","V34Y","C35b","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,2000,-6.727000541,41.88799461,"3 - UTM10x10 + Elevation",650,"",NA
"T-P05138","V34Y","V35","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",2,1995,-3.425452985,43.44625591,"3 - UTM10x10 + Elevation",6,"",NA
"Q-P09987","V34Y","C35b","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,2000,-6.80007697,41.85646934,"4 - UTM10x10 + Centroid",600,"",NA
"T-P05140","V34Y","R","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1995,-3.407945866,43.41570476,"1 - UTM1x1 + Elevation",4,"",NA
"S-P20450","V34Y","V34","Lolio-Plantaginetum majoris",NA,"Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",2,1972,-8.75972483,42.32775914,"3 - UTM10x10 + Elevation",30,"NW",NA
"R-P22311","V34Y","C35b","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",2,1999,-8.07759526,41.90094306,"1 - UTM1x1 + Elevation",410,"",NA
"T-P15261","V34Y","V35","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1988,-6.090129678,43.53291119,"4 - UTM10x10 + Centroid",122,"",NA
"R-P23964","V34Y","C35b","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",NA,1986,-6.810261463,42.35349034,"3 - UTM10x10 + Elevation",1160,"",NA
"R-P23965","V34Y","C35b","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",NA,1986,-6.814019475,42.33535669,"3 - UTM10x10 + Elevation",660,"",NA
"R-P23962","V34Y","C35b","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",NA,1986,-6.778597476,42.31131908,"3 - UTM10x10 + Elevation",1100,"",NA
"R-P24608","V34Y","R1R","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,2012,-6.620773945,42.3938561,"1 - UTM1x1 + Elevation",1026,"S",3
"T-P13261","V34Y","R","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",3,1997,-2.787765394,43.44324866,"1 - UTM1x1 + Elevation",20,"",NA
"T-P15260","V34Y","R","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1988,-5.984658559,43.53591033,"4 - UTM10x10 + Centroid",108,"",NA
"R-P22312","V34Y","R","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1999,-7.955889587,41.94768821,"2 - UTM1x1 + Centroid",450,"",NA
"T-P15254","V34Y","V35","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1988,-3.821186692,43.46727446,"4 - UTM10x10 + Centroid",21,"",NA
"T-P28146","V34Y","V35","Sagino-Bryetum argentei","Saginion procumbentis","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1958,-5.665984283,43.52893451,"4 - UTM10x10 + Centroid",31,"",NA
"U-P15821","V34Y","V34","Polycarpo tetraphylli-Cotuletum australis","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",2,1990,-8.341103599,41.50476726,"4 - UTM10x10 + Centroid",20,"",NA
"T-P15257","V34Y","R","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",2,1988,-5.046636726,43.44615064,"4 - UTM10x10 + Centroid",57,"",NA
"U-P15818","V34Y","V","Polycarpo tetraphylli-Cotuletum australis","Saginion procumbentis","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1990,-8.341103599,41.50476726,"4 - UTM10x10 + Centroid",20,"",NA
"T-P05139","V34Y","R","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1995,-3.407945866,43.41570476,"1 - UTM1x1 + Elevation",5,"",NA
"Q-P10003","V34Y","V35","Comunidad de Spergularia purpurea y Plantago coronopus","Polygono-Coronopodion","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,2000,-6.75941207,41.86532531,"3 - UTM10x10 + Elevation",670,"",NA
"T-P15259","V34Y","R","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",2,1988,-5.311596575,43.52094319,"4 - UTM10x10 + Centroid",121,"",NA
"T-P27853","V34Y","V35","Asociación de Spergularia rubra-Amaranthus deflexus","Saginion procumbentis","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",NA,1958,-5.962566038,42.65886893,"4 - UTM10x10 + Centroid",1053,"",NA
"T-P15256","V34Y","V35","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",2,1988,-4.419290768,43.36986165,"4 - UTM10x10 + Centroid",59,"",NA
"R-P24607","V34Y","C35b","Crassulo tillaeae-Saginetum apetalae","Scleranthion annui","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",5,2012,-6.811756281,42.418271,"1 - UTM1x1 + Elevation",452,"",NA
"R-P24605","V34Y","H26c","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,2012,-6.8092218,42.41655453,"1 - UTM1x1 + Elevation",416,"S",5
"R-P24606","V34Y","R1R","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,2012,-6.769658267,42.40525832,"1 - UTM1x1 + Elevation",742,"SW",10
"T-P15253","V34Y","V35","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1988,-3.821186692,43.46727446,"4 - UTM10x10 + Centroid",21,"",NA
"R-P20548","V34Y","R","Spergulario marinae-Cotuletum coronopifoliae","Paspalo-Agrostion semiverticillati","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",5,1997,-5.899179237,43.3607552,"4 - UTM10x10 + Centroid",228,"",NA
"R-P22300","V34Y","V35","Polygono arenastri-Matricarietum matricarioidis","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",2,1999,-8.110178932,41.85627969,"1 - UTM1x1 + Elevation",390,"",NA
"R-P22313","V34Y","V34","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1999,-8.052735922,41.92184909,"2 - UTM1x1 + Centroid",810,"",NA
"T-P15252","V34Y","R","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1988,-3.821186692,43.46727446,"4 - UTM10x10 + Centroid",21,"",NA
"T-P15250","V34Y","R","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1988,-3.222548315,43.36756967,"4 - UTM10x10 + Centroid",52,"",NA
"R-P22314","V34Y","V34","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1999,-8.202905451,41.90072054,"1 - UTM1x1 + Elevation",570,"",NA
"T-P15249","V34Y","V35","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1988,-1.946976419,43.2963547,"4 - UTM10x10 + Centroid",66,"",NA
"T-P15248","V34Y","R","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1988,-1.946976419,43.2963547,"4 - UTM10x10 + Centroid",66,"",NA
"T-P15255","V34Y","V35","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1988,-4.419290768,43.36986165,"4 - UTM10x10 + Centroid",59,"",NA
